TitleID	Movie Title	Genres	Runtime	Adult	URL	DESCRIPTION
tt0993846	The Wolf of Wall Street	Biography, Crime, Drama	3h	No	https://img.yts.lt/assets/images/movies/the_wolf_of_wall_street_2013/large-cover.jpg	Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.
tt5027774	Three Billboards Outside Ebbing, Missouri	Crime, Drama	1h 55min	No	https://img.yts.lt/assets/images/movies/three_billboards_outside_ebbing_missouri_2017/large-cover.jpg	A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
tt0071315	Chinatown	Drama, Mystery, Thriller	2h 10min	No	https://img.yts.lt/assets/images/movies/chinatown_1974/large-cover.jpg	A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.
tt0015864	The Gold Rush	Adventure, Comedy, Drama, Family	1h 35min	No	https://img.yts.lt/assets/images/movies/the_gold_rush_1925/large-cover.jpg	A prospector goes to the Klondike in search of gold and finds it and more.
tt2096673	Inside Out	Animation, Adventure, Comedy, Drama, Family, Fantasy	1h 35min	No	https://img.yts.lt/assets/images/movies/inside_out_2015/large-cover.jpg	After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.
tt0046912	Dial M for Murder	Crime, Thriller	1h 45min	No	https://img.yts.lt/assets/images/movies/dial_m_for_murder_1954/large-cover.jpg	A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.
tt0434409	V for Vendetta	Action, Drama, Sci-Fi, Thriller	2h 12min	No	https://img.yts.lt/assets/images/movies/v_for_vendetta_2005/large-cover.jpg	In a future British tyranny, a shadowy freedom fighter, known only by the alias of "V", plots to overthrow it with the help of a young woman.
tt0050976	The Seventh Seal	Drama, Fantasy	1h 36min	No	https://img.yts.lt/assets/images/movies/the_seventh_seal_1957/large-cover.jpg	A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.
tt1291584	Warrior	Drama, Sport	2h 20min	No	https://img.yts.lt/assets/images/movies/warrior_2011/large-cover.jpg	The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.
tt0469494	There Will Be Blood	Drama	2h 38min	No	https://img.yts.lt/assets/images/movies/there_will_be_blood_2007/large-cover.jpg	A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.
tt3170832	Room	Drama, Thriller	1h 58min	No	https://img.yts.lt/assets/images/movies/room_2015/large-cover.jpg	Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.
tt0117951	Trainspotting	Drama	1h 33min	No	https://img.yts.lt/assets/images/movies/trainspotting_1996/large-cover.jpg	Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.
tt8108198	Andhadhun	Crime, Thriller	2h 19min	No	https://img.yts.lt/assets/images/movies/andhadhun_2018/large-cover.jpg	A series of mysterious events change the life of a blind pianist who now must report a crime that was actually never witnessed by him.
tt0477348	No Country for Old Men	Crime, Drama, Thriller	2h 2min	No	https://img.yts.lt/assets/images/movies/no_country_for_old_men_2007/large-cover.jpg	Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
tt0080678	The Elephant Man	Biography, Drama	2h 4min	No	https://img.yts.lt/assets/images/movies/the_elephant_man_1980/large-cover.jpg	A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.
tt7131622	Once Upon a Time... in Hollywood	Comedy, Drama	2h 41min	No	https://img.yts.lt/assets/images/movies/once_upon_a_time_in_hollywood_2019/large-cover.jpg	A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.
